Bin	Taxonomy	Domain
Thermoprotei_archaeon_1054	Crenarchaeota	Archaea
Thermoprotei_archaeon_1053	Crenarchaeota	Archaea
Thermoprotei_archaeon_1052	Crenarchaeota	Archaea
Thermoprotei_archaeon_1051	Crenarchaeota	Archaea
Thermoprotei_archaeon_1026	Crenarchaeota	Archaea
Thermoprotei_archaeon_1050	Crenarchaeota	Archaea
Thermoprotei_archaeon_1049	Crenarchaeota	Archaea
Thermoprotei_archaeon_1025	Crenarchaeota	Archaea
Thermofilum_sp._ex4484_15	Crenarchaeota	Archaea
Thermofilum_sp._ex4484_79	Crenarchaeota	Archaea
Thermofilum_sp._ex4484_82	Crenarchaeota	Archaea
Thermoprotei_archaeon_ex4572_64	Crenarchaeota	Archaea
Pyrobaculum_aerophilum_str._IM2	Crenarchaeota	Archaea
Pyrobaculum_islandicum_DSM_4184	Crenarchaeota	Archaea
Thermofilum_pendens_Hrk_5	Crenarchaeota	Archaea
Pyrobaculum_calidifontis_JCM_11548	Crenarchaeota	Archaea
Pyrobaculum_arsenaticum_DSM_13514	Crenarchaeota	Archaea
Caldivirga_maquilingensis_IC-167	Crenarchaeota	Archaea
Pyrobaculum_neutrophilum_V24Sta	Crenarchaeota	Archaea
Vulcanisaeta_distributa_DSM_14429	Crenarchaeota	Archaea
Vulcanisaeta_moutnovskia_768-28	Crenarchaeota	Archaea
Thermoproteus_uzoniensis_768-20	Crenarchaeota	Archaea
Pyrobaculum_ferrireducens	Crenarchaeota	Archaea
Pyrobaculum_oguniense_TE7	Crenarchaeota	Archaea
Thermoproteus_tenax_Kra_1	Crenarchaeota	Archaea
crenarchaeote_SCGC_AAA261-C22	Crenarchaeota	Archaea
crenarchaeote_SCGC_AAA261-L14	Crenarchaeota	Archaea
crenarchaeote_SCGC_AAA261-F05	Crenarchaeota	Archaea
crenarchaeote_SCGC_AAA261-N23	Crenarchaeota	Archaea
crenarchaeote_SCGC_AAA261-N13	Crenarchaeota	Archaea
Crenarchaeota_archaeon_SCGC_AAA471-B05	Crenarchaeota	Archaea
Crenarchaeota_archaeon_SCGC_AAA471-O08	Crenarchaeota	Archaea
Crenarchaeota_archaeon_SCGC_AAA471-L14	Crenarchaeota	Archaea
Crenarchaeota_archaeon_SCGC_AAA471-L13	Crenarchaeota	Archaea
Crenarchaeota_archaeon_SCGC_AAA471-C03	Crenarchaeota	Archaea
Crenarchaeota_archaeon_SCGC_AAA471-B23	Crenarchaeota	Archaea
Thermofilum_adornatus	Crenarchaeota	Archaea
crenarchaeote_JGI-OTU-1	Crenarchaeota	Archaea
Thermofilum_carboxyditrophus_1505	Crenarchaeota	Archaea
Vulcanisaeta_sp._AZ3	Crenarchaeota	Archaea
Thermoproteus_sp._AZ2	Crenarchaeota	Archaea
Thermofilum_uzonense	Crenarchaeota	Archaea
Pyrobaculum_sp._WP30	Crenarchaeota	Archaea
Thermocladium_modestius_JCM_10088	Crenarchaeota	Archaea
Vulcanisaeta_distributa_JCM_11216	Crenarchaeota	Archaea
Vulcanisaeta_distributa_JCM_11217	Crenarchaeota	Archaea
Vulcanisaeta_souniana_JCM_11219	Crenarchaeota	Archaea
Vulcanisaeta_distributa_JCM_11213	Crenarchaeota	Archaea
Vulcanisaeta_distributa_JCM_11215	Crenarchaeota	Archaea
Vulcanisaeta_sp._JCM_14467	Crenarchaeota	Archaea
Vulcanisaeta_sp._JCM_16159	Crenarchaeota	Archaea
Vulcanisaeta_sp._JCM_16161	Crenarchaeota	Archaea
Caldivirga_sp._CIS_19	Crenarchaeota	Archaea
Caldivirga_sp._JCHS_4	Crenarchaeota	Archaea
Pyrobaculum_sp._JCHS_4	Crenarchaeota	Archaea
Vulcanisaeta_sp._OSP_8	Crenarchaeota	Archaea
Thermocladium_sp._ECH_B	Crenarchaeota	Archaea
Thermoproteus_sp._JCHS_4	Crenarchaeota	Archaea
Thermoproteus_sp._CIS_19	Crenarchaeota	Archaea
Vulcanisaeta_sp._JCHS_4	Crenarchaeota	Archaea
Caldivirga_sp._MG_3	Crenarchaeota	Archaea
Vulcanisaeta_sp._CIS_19	Crenarchaeota	Archaea
Vulcanisaeta_sp._MG_3	Crenarchaeota	Archaea
Caldivirga_sp._MU80	Crenarchaeota	Archaea
Vulcanisaeta_thermophila	Crenarchaeota	Archaea
Thermoproteus_sp._CP80	Crenarchaeota	Archaea
Vulcanisaeta_sp._EB80	Crenarchaeota	Archaea
Vulcanisaeta_sp._UBA163	Crenarchaeota	Archaea
Thermoproteus_sp._UBA157	Crenarchaeota	Archaea
Caldivirga_sp._UBA161	Crenarchaeota	Archaea
Vulcanisaeta_distributa	Crenarchaeota	Archaea
Thermocladium_sp._UBA166	Crenarchaeota	Archaea
Thermofilum_sp._NZ13	Crenarchaeota	Archaea
Pyrobaculum_aerophilum_860	Crenarchaeota	Archaea
Pyrobaculum_aerophilum_861	Crenarchaeota	Archaea
AB_3033_Bin_123	Crenarchaeota	Archaea
AB_3033_Bin_142	Crenarchaeota	Archaea
AB_3033_Bin_36	Crenarchaeota	Archaea
AB_3033_Bin_69	Crenarchaeota	Archaea
Saccharolobus_solfataricus_P2	Crenarchaeota	Archaea
Aeropyrum_pernix_K1	Crenarchaeota	Archaea
Sulfurisphaera_tokodaii_str._7	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_DSM_639	Crenarchaeota	Archaea
Hyperthermus_butylicus_DSM_5456	Crenarchaeota	Archaea
Staphylothermus_marinus_F1	Crenarchaeota	Archaea
Metallosphaera_sedula_DSM_5348	Crenarchaeota	Archaea
Ignicoccus_hospitalis_KIN4/I	Crenarchaeota	Archaea
Desulfurococcus_amylolyticus_1221n	Crenarchaeota	Archaea
Sulfolobus_islandicus_L.S.2.15	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.14.25	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.27	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.4	Crenarchaeota	Archaea
Sulfolobus_islandicus_Y.G.57.14	Crenarchaeota	Archaea
Sulfolobus_islandicus_Y.N.15.51	Crenarchaeota	Archaea
Sulfolobus_islandicus_L.D.8.5	Crenarchaeota	Archaea
Saccharolobus_solfataricus_98/2_872	Crenarchaeota	Archaea
Thermosphaera_aggregans_DSM_11486	Crenarchaeota	Archaea
Staphylothermus_hellenicus_DSM_12710	Crenarchaeota	Archaea
Acidilobus_saccharovorans_345-15	Crenarchaeota	Archaea
Ignisphaera_aggregans_DSM_17230	Crenarchaeota	Archaea
Saccharolobus_solfataricus_98/2_873	Crenarchaeota	Archaea
Desulfurococcus_mucosus_DSM_2162	Crenarchaeota	Archaea
Sulfolobus_islandicus_REY15A	Crenarchaeota	Archaea
Sulfolobus_islandicus_HVE10/4	Crenarchaeota	Archaea
Metallosphaera_cuprina_Ar-4	Crenarchaeota	Archaea
Acidianus_hospitalis_W1	Crenarchaeota	Archaea
Pyrolobus_fumarii_1A	Crenarchaeota	Archaea
Desulfurococcus_amylolyticus_DSM_16532	Crenarchaeota	Archaea
Metallosphaera_yellowstonensis_MK1	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.2	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.12	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.13	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.22	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.23	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.30	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.40	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.43	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.46	Crenarchaeota	Archaea
Sulfolobus_islandicus_M.16.47	Crenarchaeota	Archaea
Fervidicoccus_fontis_Kam940	Crenarchaeota	Archaea
Thermogladius_calderae_1633	Crenarchaeota	Archaea
Caldisphaera_lagunensis_DSM_15908	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_Ron12/I	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_N8	Crenarchaeota	Archaea
Sulfolobus_islandicus_LAL14/1	Crenarchaeota	Archaea
Sulfolobales_archaeon_Acd1	Crenarchaeota	Archaea
uncultured_Acidilobus_sp._MG	Crenarchaeota	Archaea
uncultured_Acidilobus_sp._CIS	Crenarchaeota	Archaea
uncultured_Acidilobus_sp._OSP8	Crenarchaeota	Archaea
uncultured_Acidilobus_sp._JCHS	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_SUSAZ	Crenarchaeota	Archaea
Desulfurococcus_amylolyticus_Z-533	Crenarchaeota	Archaea
Candidatus_Aramenus_sulfurataquae_74	Crenarchaeota	Archaea
Aeropyrum_camini_SY1_=_JCM_12091_5	Crenarchaeota	Archaea
Candidatus_Acidianus_copahuensis	Crenarchaeota	Archaea
Metallosphaera_sedula_699	Crenarchaeota	Archaea
Candidatus_Aramenus_sulfurataquae_75	Crenarchaeota	Archaea
Desulfurococcus_mucosus_DSM_2161	Crenarchaeota	Archaea
Metallosphaera_sedula_700	Crenarchaeota	Archaea
Metallosphaera_sedula_701	Crenarchaeota	Archaea
Metallosphaera_sedula_702	Crenarchaeota	Archaea
Metallosphaera_sedula_703	Crenarchaeota	Archaea
Metallosphaera_sedula_704	Crenarchaeota	Archaea
Metallosphaera_hakonensis_JCM_8857_=_DSM_7519_697	Crenarchaeota	Archaea
Sulfolobus_metallicus_DSM_6482_=_JCM_9184	Crenarchaeota	Archaea
Aeropyrum_camini_SY1_=_JCM_12091_6	Crenarchaeota	Archaea
Sulfolobus_sp._JCM_16833	Crenarchaeota	Archaea
Pyrodictium_delaneyi_862	Crenarchaeota	Archaea
Pyrodictium_occultum	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_874	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_875	Crenarchaeota	Archaea
Ignicoccus_islandicus_DSM_13165	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_876	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_877	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_878	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_879	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_880	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_881	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_882	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_883	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_884	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_885	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_886	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_887	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_888	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_889	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_890	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_891	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_892	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_893	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_894	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_895	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_896	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_897	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_898	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_899	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_900	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_901	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_902	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_903	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_904	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_905	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_906	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_907	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_908	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_909	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_910	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_911	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_912	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_913	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_914	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_915	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_916	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_917	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_918	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_919	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_920	Crenarchaeota	Archaea
Sulfolobus_sp._A20	Crenarchaeota	Archaea
Acidianus_manzaensis	Crenarchaeota	Archaea
Pyrodictium_delaneyi_863	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_921	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_922	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_923	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_924	Crenarchaeota	Archaea
Sulfolobus_acidocaldarius_925	Crenarchaeota	Archaea
Desulfurococcales_archaeon_ex4484_42	Crenarchaeota	Archaea
Desulfurococcales_archaeon_ex4484_58	Crenarchaeota	Archaea
Desulfurococcales_archaeon_ex4484_217_1	Crenarchaeota	Archaea
Desulfurococcales_archaeon_ex4484_217_2	Crenarchaeota	Archaea
Desulfurococcales_archaeon_ex4484_204	Crenarchaeota	Archaea
Desulfurococcaceae_archaeon_UBA285	Crenarchaeota	Archaea
Desulfurococcaceae_archaeon_UBA150	Crenarchaeota	Archaea
Acidilobaceae_archaeon_UBA162	Crenarchaeota	Archaea
Acidilobaceae_archaeon_UBA158	Crenarchaeota	Archaea
Metallosphaera_sp._UBA165	Crenarchaeota	Archaea
Fervidicoccus_fontis_548	Crenarchaeota	Archaea
Fervidicoccus_fontis_549	Crenarchaeota	Archaea
Caldisphaera_sp._41	Crenarchaeota	Archaea
Caldisphaera_sp._42	Crenarchaeota	Archaea
Caldisphaera_sp._43	Crenarchaeota	Archaea
Caldisphaera_sp._44	Crenarchaeota	Archaea
Fervidicoccus_sp.	Crenarchaeota	Archaea
Zestosphaera_tikiterensis	Crenarchaeota	Archaea
Acidilobus_sp._SCGC_AC-742_E15	Crenarchaeota	Archaea
Sulfolobus_sp._SCGC_AB-777_L09	Crenarchaeota	Archaea
Acidianus_hospitalis	Crenarchaeota	Archaea
Sulfolobales_archaeon_SCGC_AB-777_K20	Crenarchaeota	Archaea
Sulfolobales_archaeon_SCGC_AB-777_J03	Crenarchaeota	Archaea
Sulfolobus_sp._SCGC_AB-777_G06	Crenarchaeota	Archaea
Desulfurococcaceae_archaeon_AG1	Crenarchaeota	Archaea
Desulfurococcaceae_archaeon	Crenarchaeota	Archaea
Metallosphaera_hakonensis_JCM_8857_=_DSM_7519_698	Crenarchaeota	Archaea
Acidianus_sulfidivorans_JP7	Crenarchaeota	Archaea
Acidianus_brierleyi	Crenarchaeota	Archaea
Acidilobus_sp._7A	Crenarchaeota	Archaea
Thermoprotei_archaeon_1064	Crenarchaeota	Archaea
Thermoprotei_archaeon_1065	Crenarchaeota	Archaea
Thermoprotei_archaeon_1066	Crenarchaeota	Archaea
Thermoprotei_archaeon_1067	Crenarchaeota	Archaea
Thermoprotei_archaeon_1068	Crenarchaeota	Archaea
Thermoprotei_archaeon_1069	Crenarchaeota	Archaea
Thermoprotei_archaeon_1070	Crenarchaeota	Archaea
Thermoprotei_archaeon_1071	Crenarchaeota	Archaea
Thermoprotei_archaeon_1072	Crenarchaeota	Archaea
Thermoprotei_archaeon_1073	Crenarchaeota	Archaea
Thermoprotei_archaeon_1074	Crenarchaeota	Archaea
Thermoprotei_archaeon_1075	Crenarchaeota	Archaea
Saccharolobus_solfataricus_864	Crenarchaeota	Archaea
Saccharolobus_solfataricus_865	Crenarchaeota	Archaea
Saccharolobus_solfataricus_866	Crenarchaeota	Archaea
Saccharolobus_solfataricus_867	Crenarchaeota	Archaea
Saccharolobus_solfataricus_868	Crenarchaeota	Archaea
Saccharolobus_solfataricus_869	Crenarchaeota	Archaea
Saccharolobus_solfataricus_870	Crenarchaeota	Archaea
Sulfodiicoccus_acidiphilus	Crenarchaeota	Archaea
Hyperthermus_sp.	Crenarchaeota	Archaea
Saccharolobus_solfataricus_871	Crenarchaeota	Archaea
Meg22_02_Bin_172	Crenarchaeota	Archaea
Candidatus_Diapherotrites_archaeon_157	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_156	Diapherotrites	Archaea
Candidatus_Iainarchaeum_andersonii_SCGC_AAA011-E11	Diapherotrites	Archaea
archaeon_GW2011_AR21	Diapherotrites	Archaea
archaeon_GW2011_AR10	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_UBA493	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_149	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_150	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_CG11_big_fil_rev_8_21_14_0_20_37_9	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_CG10_big_fil_rev_8_21_14_0_10_31_34	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_CG09_land_8_20_14_0_10_32_12	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_CG08_land_8_20_14_0_20_34_12	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_CG08_land_8_20_14_0_20_30_16	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_153	Diapherotrites	Archaea
Candidatus_Diapherotrites_archaeon_155	Diapherotrites	Archaea
Meg19_1012_Bin_161	Diapherotrites	Archaea
Meg19_1012_Bin_199	Diapherotrites	Archaea
Meg19_1012_Bin_505	Diapherotrites	Archaea
Meg22_1012_Bin_224	Diapherotrites	Archaea
Meg22_1214_Bin_231	Diapherotrites	Archaea
Meg22_1214_Bin_64	Diapherotrites	Archaea
Meg22_1416_Bin_115	Diapherotrites	Archaea
Meg22_1416_Bin_175	Diapherotrites	Archaea
Meg22_1416_Bin_183	Diapherotrites	Archaea
Meg22_1416_Bin_55	Diapherotrites	Archaea
Meg22_1618_Bin_64	Diapherotrites	Archaea
Meg22_810_Bin_208	Diapherotrites	Archaea
Meg22_810_Bin_221	Diapherotrites	Archaea
AB_1215_Bin_62	Diapherotrites	Archaea
AB_1215_Bin_76	Diapherotrites	Archaea
AB_3033_Bin_152	Diapherotrites	Archaea
AB_3033_Bin_158	Diapherotrites	Archaea
AB_3033_Bin_170	Diapherotrites	Archaea
AB_3033_Bin_60	Diapherotrites	Archaea
Meg19_1012_Bin_382	Euryarchaeota_GB_1	Archaea
Meg22_1012_Bin_252	Euryarchaeota_GB_1	Archaea
Meg22_1214_Bin_89	Euryarchaeota_GB_1	Archaea
Meg22_810_Bin_64	Euryarchaeota_GB_1	Archaea
AB_3033_Bin_40	Euryarchaeota_GB_1	Archaea
AB_3033_Bin_55	Euryarchaeota_GB_2	Archaea
AB_69_Bin_184	Euryarchaeota_GB_2	Archaea
AB_3033_Bin_134	Euryarchaeota_GB_3	Archaea
AB_3033_Bin_185	Euryarchaeota_GB_3	Archaea
AB_3033_Bin_194	Euryarchaeota_GB_3	Archaea
Meg22_1012_Bin_46	Euryarchaeota_GB_4	Archaea
Meg22_1214_Bin_306	Euryarchaeota_GB_4	Archaea
Meg22_1214_Bin_326	Euryarchaeota_GB_4	Archaea
Meg22_810_Bin_188	Euryarchaeota_GB_4	Archaea
AB_03_Bin_179	Euryarchaeota_GB_5	Archaea
AB_3033_Bin_49	Euryarchaeota_GB_5	Archaea
AB_69_Bin_24	Euryarchaeota_GB_5	Archaea
Thermococci_archaeon_959	Euryarchaeota_GB_6	Archaea
Thermococci_archaeon_960	Euryarchaeota_GB_6	Archaea
Euryarchaeota_archaeon_543	Euryarchaeota_GB_6	Archaea
Freyarchaeote_GBS05.faa	Freyarchaeota	Archaea
Freyarchaeote_GBS06.fna	Freyarchaeota	Archaea
Freyarchaeote_GBS07.faa	Freyarchaeota	Archaea
Freyarchaeote_JZB50.faa	Freyarchaeota	Archaea
Freyarchaeote_JZB50.fna	Freyarchaeota	Archaea
Freyarchaeote_QC4B49.faa	Freyarchaeota	Archaea
Freyarchaeote_QC4B49.fna	Freyarchaeota	Archaea
Freyarchaeote_QZMA23B3.faa	Freyarchaeota	Archaea
Freyarchaeote_QZMA23B3.fna	Freyarchaeota	Archaea
Freyarchaeote_QZMA2B5.faa	Freyarchaeota	Archaea
Freyarchaeote_QZMA2B5.fna	Freyarchaeota	Archaea
Freyarchaeote_QZMA3B5.faa	Freyarchaeota	Archaea
Freyarchaeote_QZMA3B5.fna	Freyarchaeota	Archaea
Freyarchaeote_RPD1.faa	Freyarchaeota	Archaea
Freyarchaeote_RPD1.fna	Freyarchaeota	Archaea
Freyarchaeote_RPF2.faa	Freyarchaeota	Archaea
Freyarchaeote_RPF2.fna	Freyarchaeota	Archaea
Meg22_1012_Bin_95	Freyarchaeota	Archaea
Meg22_1214_Bin_132	Freyarchaeota	Archaea
Meg22_1416_Bin_21	Freyarchaeota	Archaea
Meg22_1618_Bin_136	Freyarchaeota	Archaea
B33_G2	Freyarchaeota	Archaea
B7_G1	Freyarchaeota	Archaea
Thermoprotei_archaeon_1060	Crenarchaeota_GB_1	Archaea
Thermoprotei_archaeon_1061	Crenarchaeota_GB_1	Archaea
Thermoprotei_archaeon_1046	Crenarchaeota_GB_1	Archaea
Thermoprotei_archaeon_1045	Crenarchaeota_GB_1	Archaea
Thermoprotei_archaeon_1059	Crenarchaeota_GB_1	Archaea
Thermoprotei_archaeon_1044	Crenarchaeota_GB_1	Archaea
Thermoprotei_archaeon_1043	Crenarchaeota_GB_1	Archaea
Candidatus_Geothermarchaeota_archaeon_160	Geothermarchaeota	Archaea
Candidatus_Geothermarchaeota_archaeon_159	Geothermarchaeota	Archaea
Candidatus_Geothermarchaeota_archaeon_158	Geothermarchaeota	Archaea
Candidatus_Geothermarchaeota_archaeon_ex4572_27	Geothermarchaeota	Archaea
Candidatus_Geothermarchaeota_archaeon_JdFR-13	Geothermarchaeota	Archaea
Candidatus_Geothermarchaeota_archaeon_JdFR-14	Geothermarchaeota	Archaea
AB_3033_Bin_193	Hadesarchea	Archaea
Hadesarchaea_archaeon_DG-33	Hadesarchea	Archaea
Hadesarchaea_archaeon_DG-33-1	Hadesarchea	Archaea
Hadesarchaea_archaeon_YNP_45	Hadesarchea	Archaea
Hadesarchaea_archaeon_YNP_N21	Hadesarchea	Archaea
candidate_division_MSBL1_archaeon_SCGC-AAA261D19	Hadesarchea	Archaea
Hadesarchaea_archaeon_CG08_land_8_20_14_0_20_51_8	Hadesarchea	Archaea
Hadesarchaea_archaeon	Hadesarchea	Archaea
Meg22_1214_Bin_41	Hadesarchea	Archaea
Meg22_1618_Bin_16	Hadesarchea	Archaea
Halobacterium_salinarum_NRC-1	Halobacteria	Archaea
Haloquadratum_walsbyi_DSM_16790	Halobacteria	Archaea
Haloarcula_marismortui_ATCC_43049	Halobacteria	Archaea
Halorubrum_lacusprofundi_ATCC_49239	Halobacteria	Archaea
Halorhabdus_utahensis_DSM_12940	Halobacteria	Archaea
Halomicrobium_mukohataei_DSM_12286	Halobacteria	Archaea
Haloterrigena_turkmenica_DSM_5511	Halobacteria	Archaea
Natrialba_magadii_ATCC_43099_828	Halobacteria	Archaea
Haloferax_volcanii_DS2_579	Halobacteria	Archaea
Natronomonas_pharaonis_DSM_2160	Halobacteria	Archaea
Halobacterium_salinarum_R1	Halobacteria	Archaea
Halogeometricum_borinquense_DSM_11551_581	Halobacteria	Archaea
Haladaptatus_paucihalophilus_DX253_550	Halobacteria	Archaea
Halalkalicoccus_jeotgali_B3_553	Halobacteria	Archaea
Halorhabdus_tiamatea_SARL4B_595	Halobacteria	Archaea
Halopiger_xanaduensis_SH-6	Halobacteria	Archaea
Haloarcula_hispanica_ATCC_33960	Halobacteria	Archaea
halophilic_archaeon_DL31	Halobacteria	Archaea
Halobiforma_lacisalsi_AJ5_570	Halobacteria	Archaea
Natronobacterium_gregoryi_SP2_841	Halobacteria	Archaea
Natrinema_pellirubrum_DSM_15624_839	Halobacteria	Archaea
Halobacterium_sp._DL1	Halobacteria	Archaea
Haloquadratum_walsbyi_C23	Halobacteria	Archaea
Halococcus_hamelinensis_100A6_572	Halobacteria	Archaea
Natrinema_sp._J7-2	Halobacteria	Archaea
Halogranum_salarium_B-1	Halobacteria	Archaea
Halorubrum_sp._T3	Halobacteria	Archaea
Haloferax_mediterranei_ATCC_33500_576	Halobacteria	Archaea
Haloferax_sp._BAB2207	Halobacteria	Archaea
Halovivax_ruber_XH-70	Halobacteria	Archaea
Natronococcus_occultus_SP4	Halobacteria	Archaea
Halococcus_agarilyticus	Halobacteria	Archaea
Haloarcula_amylolytica_JCM_13557	Halobacteria	Archaea
Haloarcula_japonica_DSM_6131	Halobacteria	Archaea
Halobiforma_lacisalsi_AJ5_571	Halobacteria	Archaea
Halococcus_hamelinensis_100A6_573	Halobacteria	Archaea
Halococcus_morrhuae_DSM_1307	Halobacteria	Archaea
Halococcus_thailandensis_JCM_13552	Halobacteria	Archaea
Haloferax_alexandrinus_JCM_10717	Halobacteria	Archaea
Haloferax_elongans_ATCC_BAA-1513	Halobacteria	Archaea
Haloferax_gibbonsii_ATCC_33959	Halobacteria	Archaea
Haloferax_lucentense_DSM_14919	Halobacteria	Archaea
Haloferax_prahovense_DSM_18310	Halobacteria	Archaea
Haloferax_sp._ATCC_BAA-645	Halobacteria	Archaea
Haloferax_sp._ATCC_BAA-646	Halobacteria	Archaea
Halorubrum_californiensis_DSM_19288	Halobacteria	Archaea
Haloarcula_argentinensis_DSM_12282	Halobacteria	Archaea
Halococcus_saccharolyticus_DSM_5350	Halobacteria	Archaea
Halococcus_salifodinae_DSM_8989	Halobacteria	Archaea
Haloferax_larsenii_JCM_13917	Halobacteria	Archaea
Haloferax_sp._ATCC_BAA-644	Halobacteria	Archaea
Halorubrum_aidingense_JCM_13560	Halobacteria	Archaea
Halorubrum_arcis_JCM_13916	Halobacteria	Archaea
Halorubrum_coriense_DSM_10284	Halobacteria	Archaea
Halorubrum_distributum_JCM_9100	Halobacteria	Archaea
Halorubrum_hochstenium_ATCC_700873	Halobacteria	Archaea
Halogeometricum_pallidum_JCM_14848	Halobacteria	Archaea
Haloterrigena_thermotolerans_DSM_11522	Halobacteria	Archaea
Natrialba_chahannaoensis_JCM_10990	Halobacteria	Archaea
Natrinema_altunense_JCM_12890	Halobacteria	Archaea
Natrinema_gari_JCM_14663	Halobacteria	Archaea
Natrinema_versiforme_JCM_10478	Halobacteria	Archaea
Natronolimnobius_innermongolicus_JCM_12255	Halobacteria	Archaea
Natronorubrum_tibetense_GA33_844	Halobacteria	Archaea
Halalkalicoccus_jeotgali_B3_554	Halobacteria	Archaea
Haloarcula_sinaiiensis_ATCC_33800	Halobacteria	Archaea
Haloferax_mediterranei_ATCC_33500_577	Halobacteria	Archaea
Haloferax_volcanii_DS2_580	Halobacteria	Archaea
Halorubrum_distributum_JCM_10118	Halobacteria	Archaea
Halorubrum_kocurii_JCM_14978	Halobacteria	Archaea
Halorubrum_lipolyticum_DSM_21995	Halobacteria	Archaea
Halorubrum_litoreum_JCM_13561	Halobacteria	Archaea
Halorubrum_tebenquichense_DSM_14210	Halobacteria	Archaea
Halorubrum_terrestre_JCM_10247	Halobacteria	Archaea
Halosimplex_carlsbadense_2-9-1	Halobacteria	Archaea
Haloterrigena_limicola_JCM_13563	Halobacteria	Archaea
